temperature_K,dipole_manifold,manifold_states,twist_halfwidth_deg,tilt_deg,kBT_J,face_vdw_kBT,face_u_min_kBT,face_dipole_min_kBT,face_f_dip_kBT,face_f_dip_quenched_kBT,face_degeneracy,tip_vdw_kBT,tip_u_min_kBT,tip_dipole_min_kBT,tip_f_dip_kBT,tip_f_dip_quenched_kBT,tip_degeneracy,d_vdW_kBT,d_U_min_kBT,d_dipole_min_kBT,d_F_dip_kBT,d_F_dip_quenched_kBT,d_F_twist_kBT,d_F_energy_only_kBT,d_F_total_kBT,d_F_total_quenched_kBT,preferred_energy_only,preferred_with_entropy,preferred_single_pair,d_vdW_J,d_U_min_J,d_dipole_min_J,d_F_dip_J,d_F_dip_quenched_J,d_F_twist_J,d_F_energy_only_J,d_F_total_J,d_F_total_quenched_J
278.0,free,64,10.0,2.0,3.8382042200000005e-21,-1.2723233962205929,-8.174077323512662,-6.90175392729207,-6.158091672719503,-6.158091672719503,1,-0.06391541582734547,-3.125988396212125,-3.0620729803847797,-0.8242899072764542,-0.8242899072764542,1,1.2084079803932475,5.048088927300538,3.8396809469072903,5.333801765443049,5.333801765443049,-3.58351893845611,5.333801765443049,1.7502828269869388,1.7502828269869388,face,face,face,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.0472220444766962e-20,2.0472220444766962e-20,-1.3754277512032164e-20,2.0472220444766962e-20,6.717942932734799e-21,6.717942932734799e-21
279.0,free,64,10.0,2.0,3.85201071e-21,-1.267763097309408,-8.14477955532803,-6.877016458018622,-6.129584148948653,-6.129584148948653,1,-0.06368632831541951,-3.114784136727494,-3.0510978084120746,-0.8187148399548683,-0.8187148399548683,1,1.2040767689939886,5.029995418600537,3.825918649606548,5.310869308993785,5.310869308993785,-3.58351893845611,5.310869308993785,1.7273503705376747,1.7273503705376747,face,face,face,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.0457525457654358e-20,2.0457525457654358e-20,-1.3803753330420766e-20,2.0457525457654358e-20,6.6537721272335914e-21,6.6537721272335914e-21
280.0,free,64,10.0,2.0,3.8658172000000005e-21,-1.2632353719618743,-8.115691056916143,-6.852455684954269,-6.101289998227098,-6.101289998227098,1,-0.06345887714286443,-3.1036599076677525,-3.040201030524888,-0.8131976180455966,-0.8131976180455966,1,1.19977649481901,5.01203114924839,3.812254654429381,5.288092380181501,5.288092380181501,-3.58351893845611,5.288092380181501,1.7045734417253913,1.7045734417253913,face,face,face,4.63811660982704e-21,1.9375596223700196e-20,1.473747961387316e-20,2.044279847849459e-20,2.044279847849459e-20,-1.3853229148809374e-20,2.044279847849459e-20,6.589569329685216e-21,6.589569329685216e-21
281.0,free,64,10.0,2.0,3.87962369e-21,-1.2587398724175263,-8.086809594080144,-6.828069721662618,-6.073206958240729,-6.073206958240729,1,-0.06323304483986492,-3.0926148546155545,-3.0293818097756895,-0.8077374401746154,-0.8077374401746154,1,1.1955068275776615,4.994194739464589,3.7986879118869283,5.265469518066114,5.265469518066114,-3.58351893845611,5.265469518066114,1.681950579610004,1.681950579610004,face,face,face,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.042804028126218e-20,2.042804028126218e-20,-1.3902704967197976e-20,2.042804028126218e-20,6.525335314064203e-21,6.525335314064203e-21
282.0,free,64,10.0,2.0,3.8934301800000006e-21,-1.2542762558486695,-8.0581329643139,-6.803856708465232,-6.045332798323298,-6.045332798323298,1,-0.0630088141844044,-3.0816481352729457,-3.0186393210885414,-0.8023335187236134,-0.8023335187236134,1,1.191267441664265,4.976484829040954,3.7852173873766906,5.242999279599685,5.242999279599685,-3.58351893845611,5.242999279599685,1.659480341143575,1.659480341143575,face,face,face,4.638116609827039e-21,1.9375596223700196e-20,1.473747961387316e-20,2.0413251628911676e-20,2.0413251628911676e-20,-1.3952180785586584e-20,2.0413251628911676e-20,6.461070843325092e-21,6.461070843325092e-21
283.0,free,64,10.0,2.0,3.90723667e-21,-1.2498441842732326,-8.029658996242121,-6.7798148119688895,-6.017665318901579,-6.017665318901579,1,-0.06278616819788707,-3.070758919247247,-3.0079727510493597,-0.7969850795522948,-0.7969850795522948,1,1.1870580160753454,4.958900076994874,3.77184206091953,5.220680239349284,5.220680239349284,-3.58351893845611,5.220680239349284,1.6371613008931742,1.6371613008931742,face,face,face,4.638116609827039e-21,1.9375596223700196e-20,1.4737479613873163e-20,2.0398433273529902e-20,2.0398433273529902e-20,-1.4001656603975186e-20,2.0398433273529902e-20,6.396776669554714e-21,6.396776669554714e-21
284.0,free,64,10.0,2.0,3.9210431600000006e-21,-1.2454433244694536,-8.001385549072253,-6.7559422246028005,-5.990202350952198,-5.990202350952198,1,-0.06256509014085225,-3.059946387841446,-2.9973812977005942,-0.7916913617270005,-0.7916913617270005,1,1.1828782343286013,4.941439161230807,3.7585609269022062,5.1985109892251975,5.1985109892251975,-3.58351893845611,5.1985109892251975,1.6149920507690876,1.6149920507690876,face,face,face,4.63811660982704e-21,1.9375596223700196e-20,1.4737479613873157e-20,2.03835859564863e-20,2.03835859564863e-20,-1.4051132422363794e-20,2.03835859564863e-20,6.3324535341225045e-21,6.3324535341225045e-21
285.0,free,64,10.0,2.0,3.93484965e-21,-1.241073347892368,-7.973310512057966,-6.732237164165599,-5.962941755469925,-5.962941755469925,1,-0.062345563508779095,-3.0492097338490205,-2.986864170340241,-0.7864516172554952,-0.7864516172554952,1,1.1787277843835888,4.924100778208945,3.7453729938253577,5.1764901382144295,5.1764901382144295,-3.58351893845611,5.1764901382144295,1.5929711997583196,1.5929711997583196,face,face,face,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873163e-20,2.03687104085815e-20,2.03687104085815e-20,-1.4100608240752396e-20,2.03687104085815e-20,6.2681021678291045e-21,6.2681021678291045e-21
286.0,free,64,10.0,2.0,3.9486561400000006e-21,-1.2367339305920448,-7.945431803973847,-6.708697873381802,-5.935881422947102,-5.935881422947102,1,-0.06212757202797916,-3.0385481613530443,-2.9764205893250653,-0.7812651108277722,-0.7812651108277722,1,1.1746063585640656,4.9068836426208025,3.732277284056737,5.15461631211933,5.15461631211933,-3.58351893845611,5.15461631211933,1.5710973736632203,1.5710973736632203,face,face,face,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873163e-20,2.0353807350194154e-20,2.0353807350194154e-20,-1.4150084059141004e-20,2.0353807350194154e-20,6.20372329105315e-21,6.20372329105315e-21
287.0,free,64,10.0,2.0,3.96246263e-21,-1.2324247531335362,-7.9177473726011165,-6.6853226194675806,-5.909019272863961,-5.909019272863961,1,-0.06191109965157506,-3.027960885529515,-2.96604978587794,-0.7761311195627245,-0.7761311195627245,1,1.1705136534819611,4.889786487071602,3.7192728335896406,5.132888153301236,5.132888153301236,-3.58351893845611,5.132888153301236,1.5493692148451261,1.5493692148451261,face,face,face,4.638116609827041e-21,1.9375596223700202e-20,1.473747961387316e-20,2.033887749142586e-20,2.033887749142586e-20,-1.4199559877529606e-20,2.033887749142586e-20,6.139317613896254e-21,6.139317613896254e-21
288.0,free,64,10.0,2.0,3.976269120000001e-21,-1.228145500518489,-7.890255194224028,-6.662109693705539,-5.8823532531895255,-5.8823532531895255,1,-0.06169613055556264,-3.0174471324547594,-2.955751001899197,-0.771048932760535,-0.771048932760535,1,1.1664493699629264,4.872808061769268,3.7063586918063423,5.1113043204289905,5.1113043204289905,-3.58351893845611,5.1113043204289905,1.5277853819728806,1.5277853819728806,face,face,face,4.638116609827041e-21,1.9375596223700196e-20,1.4737479613873157e-20,2.0323921532244385e-20,2.0323921532244385e-20,-1.424903569591821e-20,2.0323921532244385e-20,6.074885836326171e-21,6.074885836326171e-21
289.0,free,64,10.0,2.0,3.99007561e-21,-1.2238958621083904,-7.862953273136749,-6.639057411028358,-5.855881339892911,-5.855881339892911,1,-0.061482649134955165,-3.007006138916854,-2.9455234897818987,-0.7660178516606502,-0.7660178516606502,1,1.1624132129734353,4.855947134219894,3.6935339212464595,5.089863488232261,5.089863488232261,-3.58351893845611,5.089863488232261,1.5063445497761512,1.5063445497761512,face,face,face,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.030894016262507e-20,2.030894016262507e-20,-1.4298511514306816e-20,2.030894016262507e-20,6.010428648318252e-21,6.010428648318252e-21
290.0,free,64,10.0,2.0,4.0038821e-21,-1.2196755315493961,-7.835839641160415,-6.61616410961102,-5.829601536464673,-5.829601536464673,1,-0.061270640000007044,-2.996637152230934,-2.935366512230927,-0.7610371892051964,-0.7610371892051964,1,1.158404891549389,4.839202488929482,3.680797597380093,5.068564347259477,5.068564347259477,-3.58351893845611,5.068564347259477,1.4850454088033667,1.4850454088033667,face,face,face,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.0293934062690403e-20,2.0293934062690403e-20,-1.4347987332695418e-20,2.0293934062690403e-20,5.945946729994982e-21,5.945946729994982e-21
291.0,free,64,10.0,2.0,4.01768859e-21,-1.2154842066987108,-7.808912357170173,-6.593428150471462,-5.80351187344806,-5.80351187344806,1,-0.06106008797251561,-2.986339430058319,-2.9252793420858034,-0.7561062698077103,-0.7561062698077103,1,1.1544241187261952,4.822572927111854,3.668148808385659,5.04740560364035,5.04740560364035,-3.58351893845611,5.04740560364035,1.4638866651842397,1.4638866651842397,face,face,face,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.0278903902847898e-20,2.0278903902847898e-20,-1.4397463151084027e-20,2.0278903902847898e-20,5.881440751763871e-21,5.881440751763871e-21
292.0,free,64,10.0,2.0,4.03149508e-21,-1.2113215895524825,-7.782169506631919,-6.570847917079438,-5.777610407979867,-5.777610407979867,1,-0.06085097808219878,-2.9761122402293525,-2.9152612621471534,-0.7512244291270394,-0.7512244291270394,1,1.1504706114702836,4.806057266402567,3.6555866549322844,5.026385978852828,5.026385978852828,-3.58351893845611,5.026385978852828,1.4428670403967176,1.4428670403967176,face,face,face,4.63811660982704e-21,1.9375596223700196e-20,1.4737479613873163e-20,2.0263850343926157e-20,2.0263850343926157e-20,-1.444693896947263e-20,2.0263850343926157e-20,5.8169113744535285e-21,5.8169113744535285e-21
293.0,free,64,10.0,2.0,4.04530157e-21,-1.20718738617517,-7.755609201148533,-6.548421814973364,-5.751895223340669,-5.751895223340669,1,-0.060643295563146904,-2.965954860569866,-2.9053115650067194,-0.7463910138463001,-0.7463910138463001,1,1.1465440906120232,4.789654340578667,3.6431102499666443,5.005504209494369,5.005504209494369,-3.58351893845611,5.005504209494369,1.4219852710382588,1.4219852710382588,face,face,face,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.024877403730918e-20,2.024877403730918e-20,-1.4496414787861237e-20,2.024877403730918e-20,5.752359249447944e-21,5.752359249447944e-21
294.0,free,64,10.0,2.0,4.05910806e-21,-1.2030813066303567,-7.729229578015376,-6.526148271385019,-5.726364428514251,-5.726364428514251,1,-0.06043702585034709,-2.9558665787311935,-2.8954295528808465,-0.7416053814567753,-0.7416053814567753,1,1.1426442807800097,4.773362999284183,3.630718718504173,4.984759047057476,4.984759047057476,-3.58351893845611,4.984759047057476,1.4012401086013657,1.4012401086013657,face,face,face,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.023367562506892e-20,2.023367562506892e-20,-1.454589060624984e-20,2.023367562506892e-20,5.687785018819079e-21,5.687785018819079e-21
295.0,free,64,10.0,2.0,4.07291455e-21,-1.1990030649129655,-7.703028799784814,-6.504025734871849,-5.7010161577559435,-5.7010161577559435,1,-0.060232154576278105,-2.94584669202363,-2.885614537447352,-0.7368669000465999,-0.7368669000465999,1,1.1387709103366874,4.757182107761184,3.6184111974244972,4.964149257709344,4.964149257709344,-3.58351893845611,4.964149257709344,1.3806303192532337,1.3806303192532337,face,face,face,4.63811660982704e-21,1.9375596223700196e-20,1.473747961387316e-20,2.0218555740096087e-20,2.0218555740096087e-20,-1.4595366424638447e-20,2.0218555740096087e-20,5.623189315457641e-21,5.623189315457641e-21
296.0,free,64,10.0,2.0,4.08672104e-21,-1.1949523788828544,-7.677005053839596,-6.482052674956742,-5.675848570169742,-5.675848570169742,1,-0.060028667567574474,-2.93589450725328,-2.8758658396857055,-0.7321749480941566,-0.7321749480941566,1,1.13492371131528,4.741110546586317,3.606186835271037,4.943673622075585,4.943673622075585,-3.58351893845611,4.943673622075585,1.3601546836194753,1.3601546836194753,face,face,face,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.02034150062293e-20,2.02034150062293e-20,-1.464484224302705e-20,2.02034150062293e-20,5.558572763202253e-21,5.558572763202253e-21
297.0,free,64,10.0,2.0,4.1005275300000004e-21,-1.190928970199747,-7.6511565519748155,-6.460227581775069,-5.6508598492939095,-5.6508598492939095,1,-0.05982655084175772,-2.926009340562191,-2.8661827897204337,-0.7275289142660375,-0.7275289142660375,1,1.1311024193579893,4.725147211412624,3.594044792054635,4.923330935027872,4.923330935027872,-3.58351893845611,4.923330935027872,1.339811996571762,1.339811996571762,face,face,face,4.638116609827041e-21,1.9375596223700196e-20,1.4737479613873157e-20,2.0188254038382433e-20,2.0188254038382433e-20,-1.4694318061415657e-20,2.0188254038382433e-20,5.4939359769667765e-21,5.4939359769667765e-21
298.0,free,64,10.0,2.0,4.11433402e-21,-1.1869325642594795,-7.625481529988324,-6.438548965728844,-5.626048202694933,-5.626048202694933,1,-0.0596257906040337,-2.916190517271714,-2.856564726667681,-0.7229281972194785,-0.7229281972194785,1,1.1273067736554458,4.70929101271661,3.5819842390611636,4.903120005475454,4.903120005475454,-3.58351893845611,4.903120005475454,1.3196010670193443,1.3196010670193443,face,face,face,4.638116609827041e-21,1.9375596223700202e-20,1.473747961387316e-20,2.017307344267025e-20,2.017307344267025e-20,-1.474379387980426e-20,2.017307344267025e-20,5.4292795628659885e-21,5.4292795628659885e-21
299.0,free,64,10.0,2.0,4.1281405100000004e-21,-1.1829628901315212,-7.599978247279332,-6.417015357147811,-5.601411861569605,-5.601411861569605,1,-0.059426373244153986,-2.906437371728999,-2.8470109984848455,-0.7183722054091453,-0.7183722054091453,1,1.1235365168873672,4.693540875550333,3.5700043586629655,4.883039656160459,4.883039656160459,-3.58351893845611,4.883039656160459,1.2995207177043495,1.2995207177043495,face,face,face,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.0157873816532467e-20,2.0157873816532467e-20,-1.4793269698192867e-20,2.0157873816532467e-20,5.3646041183396e-21,5.3646041183396e-21
300.0,free,64,10.0,2.0,4.141947e-21,-1.1790196804977495,-7.574644986455068,-6.395625305957319,-5.576949080355047,-5.576949080355047,1,-0.059228285333340146,-2.8967492471565697,-2.8375209618232295,-0.7138603568981781,-0.7138603568981781,1,1.1197913951644094,4.677895739298498,3.5581043441340894,4.863088723456869,4.863088723456869,-3.58351893845611,4.863088723456869,1.279569785000759,1.279569785000759,face,face,face,4.63811660982704e-21,1.9375596223700196e-20,1.473747961387316e-20,2.0142655748856007e-20,2.0142655748856007e-20,-1.484274551658147e-20,2.0142655748856007e-20,5.299910232274539e-21,5.299910232274539e-21
200.0,blocked,64,1.0,2.0,2.7612980000000003e-21,-1.7685295207466243,-11.361967479682601,-9.593437958935978,-9.299039895366704,-1.7685295207466243,64,-0.0888424280000102,-4.345123870734854,-4.256281442734844,-1.5370214784074079,-1.5370214784074079,1,1.679687092746614,7.016843608947747,5.337156516201134,7.762018416959296,0.2315080423392164,-8.1886891244442,7.762018416959296,-0.426670707484905,-7.957181082104984,face,tip,tip,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.1433245930712873e-20,6.392626942951936e-22,-2.2611410901949525e-20,2.1433245930712873e-20,-1.1781649712366533e-21,-2.1972148207654333e-20
201.0,blocked,64,1.0,2.0,2.7751044900000003e-21,-1.7597308664145515,-11.305440278291146,-9.545709411876594,-9.242911546016774,-1.7597308664145515,64,-0.08840042587065693,-4.323506339039656,-4.235105913168999,-1.5226168786290633,-1.5226168786290633,1,1.6713304405438945,6.98193393925149,5.310603498707595,7.720294667387711,0.2371139877854882,-8.1886891244442,7.720294667387711,-0.4683944570564895,-7.951575136658713,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873157e-20,2.1424624395590696e-20,6.580160921453135e-22,-2.2724467956459274e-20,2.1424624395590696e-20,-1.2998435608685763e-21,-2.206645186431396e-20
202.0,blocked,64,1.0,2.0,2.7889109800000003e-21,-1.7510193274719053,-11.249472752160992,-9.498453424689087,-9.187348413692591,-1.7510193274719053,64,-0.08796280000001011,-4.3021028423117365,-4.214140042311726,-1.5084147670457417,-1.5084147670457417,1,1.6630565274718951,6.947369909849256,5.284313382377361,7.67893364664685,0.24260456042616352,-8.1886891244442,7.67893364664685,-0.5097554777973512,-7.9460845640180375,face,tip,tip,4.638116609827041e-21,1.9375596223700202e-20,1.4737479613873163e-20,2.141586236182484e-20,6.76602522370601e-22,-2.283752501096902e-20,2.141586236182484e-20,-1.4216626491441791e-21,-2.216092248859842e-20
203.0,blocked,64,1.0,2.0,2.8027174700000003e-21,-1.7423936164991372,-11.194056630229163,-9.451663013730027,-9.132342228427785,-1.7423936164991372,64,-0.08752948571429577,-4.280910217472762,-4.193380731758467,-1.4944114700155389,-1.4944114700155389,1,1.6548641307848413,6.913146412756401,5.25828228197156,7.637930758412246,0.2479821464835983,-8.1886891244442,7.637930758412246,-0.550758366031955,-7.940706977960603,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1406961971252352e-20,6.950238941976801e-22,-2.295058206547877e-20,2.1406961971252352e-20,-1.5436200942264151e-21,-2.2255558171281088e-20
204.0,blocked,64,1.0,2.0,2.8165239600000003e-21,-1.73385247132022,-11.139183803610393,-9.405331332290174,-9.077884881618516,-1.73385247132022,64,-0.08710041960785314,-4.259925363465543,-4.17282494385769,-1.4806033924227824,-1.4806033924227824,1,1.6467520517123668,6.87925844014485,5.232506388432484,7.597281489195733,0.25324907889743753,-8.1886891244442,7.597281489195733,-0.5914076352484674,-7.9354400455467635,face,tip,tip,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.1397925345184266e-20,7.132820985625632e-22,-2.3063639119988516e-20,2.1397925345184266e-20,-1.6657137748042491e-21,-2.2350357021425955e-20
205.0,blocked,64,1.0,2.0,2.8303304500000003e-21,-1.7253946543869505,-11.084846321641562,-9.359451667254612,-9.023968422081014,-1.7253946543869505,64,-0.08667553951220508,-4.239145239741321,-4.1524697002291155,-1.4669870158298632,-1.4669870158298632,1,1.6387191148747453,6.845701081900241,5.206981967025497,7.5569814062511504,0.25840763855708726,-8.1886891244442,7.5569814062511504,-0.6317077181930504,-7.930281485887114,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873163e-20,2.1388754584196454e-20,7.313790079207182e-22,-2.3176696174498262e-20,2.1388754584196454e-20,-1.7879415903018096e-21,-2.2445317166577544e-20
206.0,blocked,64,1.0,2.0,2.8441369400000004e-21,-1.7170189521811885,-11.03103638804136,-9.314017435860173,-8.970585052224376,-1.7170189521811885,64,-0.08625478446602933,-4.2185668647911205,-4.132312080325091,-1.45355889667444,-1.45355889667444,1,1.6307641677151592,6.812469523250239,5.181705355535081,7.517026155549936,0.26346005550674856,-8.1886891244442,7.517026155549936,-0.6716629688942648,-7.925229068937452,face,tip,tip,4.63811660982704e-21,1.9375596223700196e-20,1.473747961387316e-20,2.137945176794576e-20,7.493164760811941e-22,-2.3289753229008012e-20,2.137945176794576e-20,-1.9103014610622496e-21,-2.2540436752926816e-20
207.0,blocked,64,1.0,2.0,2.8579434300000004e-21,-1.7087241746344195,-10.977746357181257,-9.269022182546838,-8.91772712433474,-1.7087241746344195,64,-0.0858380946860002,-4.198187314719665,-4.112349220033665,-1.4403156645108925,-1.4403156645108925,1,1.6228860799484193,6.7795590424615915,5.156672962513173,7.477411459823847,0.26840851012352696,-8.1886891244442,7.477411459823847,-0.7112776646203542,-7.920280614320674,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1370018955010273e-20,7.670963380636224e-22,-2.3402810283517758e-20,2.1370018955010273e-20,-2.032791328507485e-21,-2.263571394545414e-20
208.0,blocked,64,1.0,2.0,2.8717499200000004e-21,-1.7005091545640616,-10.92496873046404,-9.224459575899978,-8.86538713696702,-1.7005091545640616,64,-0.08542541153847136,-4.178003721860437,-4.092578310321965,-1.4272540202949324,-1.4272540202949324,1,1.6150837430255902,6.746965008603603,5.131881265578013,7.438133116672087,0.2732551342691292,-8.1886891244442,7.438133116672087,-0.7505560077721141,-7.915433990175072,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.136045818275242e-20,7.847204099769611e-22,-2.3515867338027507e-20,2.136045818275242e-20,-2.155409155275088e-21,-2.2731146928050547e-20
209.0,blocked,64,1.0,2.0,2.88555641e-21,-1.6923727471259564,-10.872696152806318,-9.180323405680362,-8.81355773144066,-1.6923727471259564,64,-0.0850166775119715,-4.158013273430482,-4.072996595918511,-1.4143707347102925,-1.4143707347102925,1,1.607356069613985,6.714682879375836,5.107326809761851,7.399186996730368,0.2780020124156639,-8.1886891244442,7.399186996730368,-0.789502127713833,-7.910687112028537,face,tip,tip,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.1350771467203963e-20,8.021904889189186e-22,-2.362892439253725e-20,2.1350771467203963e-20,-2.2781529253332895e-21,-2.2826733903618332e-20
210.0,blocked,64,1.0,2.0,2.8993629e-21,-1.6843138292824995,-10.820921409221526,-9.136607579939026,-8.762231688435879,-1.6843138292824995,64,-0.08461183619048591,-4.138213210223671,-4.053601374033185,-1.4016626465364677,-1.4016626465364677,1,1.5997019930920136,6.682708198997855,5.083006205905841,7.360569041899411,0.28265118274603185,-8.1886891244442,7.360569041899411,-0.8281200825447899,-7.906037941698169,face,tip,tip,4.638116609827041e-21,1.93755962237002e-20,1.4737479613873157e-20,2.13409608029717e-20,8.195083528949649e-22,-2.3741981447047e-20,2.13409608029717e-20,-2.4010206440753012e-21,-2.2922473094152034e-20
211.0,blocked,64,1.0,2.0,2.91316939e-21,-1.6763312992858999,-10.769637421500097,-9.093306122214198,-8.711401924687083,-1.6763312992858999,64,-0.08421083222749784,-4.118600825341094,-4.034389993113597,-1.3891266610564887,-1.3891266610564887,1,1.592120467058402,6.651036596159003,5.058916129100601,7.322275263630594,0.2872046382294111,-8.1886891244442,7.322275263630594,-0.8664138608136067,-7.901484486214789,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1331028163162827e-20,8.366757607559443e-22,-2.3855038501556746e-20,2.1331028163162827e-20,-2.5240103383939196e-21,-2.30183627408008e-20
212.0,blocked,64,1.0,2.0,2.92697588e-21,-1.6684240761760607,-10.718837244983588,-9.050413168807527,-8.661061489770233,-1.6684240761760607,64,-0.08381361132076436,-4.09917346295741,-4.015359851636646,-1.3767597485037486,-1.3767597485037486,1,1.5846104648552963,6.619663782026178,5.035053317170881,7.284301741266485,0.2916643276723121,-8.1886891244442,7.284301741266485,-0.904387383177716,-7.8970247967718885,face,tip,tip,4.63811660982704e-21,1.9375596223700202e-20,1.473747961387316e-20,2.1320975499329e-20,8.53694452153274e-22,-2.3968095556066495e-20,2.1320975499329e-20,-2.6471200567374925e-21,-2.311440110391322e-20
213.0,blocked,64,1.0,2.0,2.94078237e-21,-1.660591099292605,-10.668514065429674,-9.00792296613707,-8.611203562981057,-1.660591099292605,64,-0.08342012018780302,-4.079928517121929,-3.996508396934126,-1.3645589425469051,-1.3645589425469051,1,1.5771709791048019,6.588585548307745,5.011414569202944,7.246644620434152,0.2960321567456998,-8.1886891244442,7.246644620434152,-0.9420445040100489,-7.8926569676985014,face,tip,tip,4.63811660982704e-21,1.9375596223700202e-20,1.4737479613873163e-20,2.1310804741428097e-20,8.705661475108306e-22,-2.408115261057624e-20,2.1310804741428097e-20,-2.7703478691481464e-21,-2.3210586463065414e-20
214.0,blocked,64,1.0,2.0,2.95458886e-21,-1.6528313278005835,-10.618661195965048,-8.965829868164466,-8.561821450301137,-1.6528313278005835,64,-0.08303030654206563,-4.060863430593321,-3.9778331240512563,-1.3525213388119415,-1.3525213388119415,1,1.5698010212585178,6.557797765371727,4.987996744113209,7.2093001114891955,0.30030998898864203,-8.1886891244442,7.2093001114891955,-0.9793890129550054,-7.888379135455558,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1300517797802735e-20,8.872925480125644e-22,-2.419420966508599e-20,2.1300517797802735e-20,-2.8936918672832548e-21,-2.3306917117073423e-20
215.0,blocked,64,1.0,2.0,2.96839535e-21,-1.645143740229418,-10.56927207412335,-8.924128333893933,-8.512908581449004,-1.645143740229418,64,-0.08264411906977695,-4.041975693706841,-3.9593315746370643,-1.340644093440457,-1.340644093440457,1,1.5624996211596411,6.52729638041651,4.964796759256869,7.172264488008547,0.3044996467889609,-8.1886891244442,7.172264488008547,-1.0164246364356542,-7.88418947765524,face,tip,tip,4.638116609827041e-21,1.93755962237002e-20,1.473747961387316e-20,2.12901165551747e-20,9.03875335604994e-22,-2.4307266719595737e-20,2.12901165551747e-20,-3.0171501644210367e-21,-2.3403391383990743e-20
216.0,blocked,64,1.0,2.0,2.98220184e-21,-1.6375273340246521,-10.520340258965373,-8.88281292494072,-8.464458507013447,-1.6375273340246521,64,-0.08226150740741686,-4.023262843273013,-3.941001335865596,-1.3289244216832978,-1.3289244216832978,1,1.5552658266172352,6.49707741569236,4.941811589075124,7.135534085330149,0.3086029123413543,-8.1886891244442,7.135534085330149,-1.0531550391140518,-7.880086212102847,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1279602878654287e-20,9.203161730137455e-22,-2.4420323774105486e-20,2.1279602878654287e-20,-3.1407208954511975e-21,-2.350000760109174e-20
217.0,blocked,64,1.0,2.0,2.99600833e-21,-1.6299811251120961,-10.471859428278895,-8.8418783031668,-8.41646489566644,-1.6299811251120961,64,-0.08188242211982508,-4.004722461506778,-3.922840039386953,-1.3173595965286644,-1.3173595965286644,1,1.548098702992271,6.4671369667721175,4.919038263779846,7.099105299137776,0.31262152858343173,-8.1886891244442,7.099105299137776,-1.0895838253064252,-7.8760675958607695,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.4737479613873157e-20,2.126897861176392e-20,9.366167037732947e-22,-2.4533380828615232e-20,2.126897861176392e-20,-3.2644022168513148e-21,-2.359676412484194e-20
218.0,blocked,64,1.0,2.0,3.00981482e-21,-1.6225041474739672,-10.423823375855598,-8.801319228381631,-8.368921531453044,-1.6225041474739672,64,-0.08150681467890845,-3.986352174986105,-3.9048453603071964,-1.3059469473638403,-1.3059469473638403,1,1.5409973327950588,6.437471200869493,4.896473868074435,7.062974584089203,0.3165572001101269,-8.1886891244442,7.062974584089203,-1.1257145403549975,-7.872131924334074,face,tip,tip,4.63811660982704e-21,1.93755962237002e-20,1.473747961387316e-20,2.1258245576475023e-20,9.527785522691656e-22,-2.4646437883124982e-20,2.1258245576475023e-20,-3.38819230664996e-21,-2.3693659330855814e-20
219.0,blocked,64,1.0,2.0,3.02362131e-21,-1.6150954527366432,-10.37622600884256,-8.761130556105917,-8.321822311155872,-1.6150954527366432,64,-0.0811346374429317,-3.968149653639136,-3.8870150161962047,-1.2946838586697185,-1.2946838586697185,1,1.5339608152937116,6.4080763552034234,4.874115539909711,7.027138452486153,0.32041159406692477,-8.1886891244442,7.027138452486153,-1.1615506719580475,-7.868277530377276,face,tip,tip,4.638116609827041e-21,1.9375596223700202e-20,1.473747961387316e-20,2.1247405573257555e-20,9.688033237918233e-22,-2.4759494937634728e-20,2.1247405573257555e-20,-3.5120893643771724e-21,-2.3790691613842906e-20
